,dataset,rewiring,layer_type,num_iterations,brf_batch_add,brf_batch_remove,alpha,eps,test_mean,test_ci,val_mean,val_ci,train_mean,train_ci,energy_mean,energy_ci,last_layer_fa,rewiring_duration,run_duration
0,mutag,brf,GCN,1,1,0,0.1,0.001,70.0,0.06782329983125268,68.88888888888889,0.06885303726590963,65.73333333333333,0.009465727652959386,0.0,0.0,False,31.109154224395752,37.87534427642822
0,mutag,brf,GCN,2,1,0,0.1,0.001,63.0,0.058651513194460714,65.0,0.05889937013643809,67.13333333333334,0.012795832654944096,0.0,0.0,False,62.121421337127686,37.37094044685364
0,mutag,brf,GCN,3,1,0,0.1,0.001,63.49999999999999,0.04483302354291978,64.44444444444444,0.0834443704689715,67.13333333333334,0.009986657765906144,0.0,0.0,False,94.27831029891968,36.822020292282104
0,mutag,brf,GCN,4,1,0,0.1,0.001,61.999999999999986,0.0513809303146605,67.77777777777779,0.04919098582484145,66.93333333333334,0.01086482601998046,0.0,0.0,False,123.42574572563171,36.686134815216064
0,mutag,brf,GCN,5,1,0,0.1,0.001,58.5,0.06789698078707182,66.11111111111111,0.07769837216465374,67.6,0.01001332445627659,0.0,0.0,False,155.53517818450928,36.16260242462158
0,mutag,brf,GCN,1,1,1,0.1,0.001,66.0,0.07183313998427188,66.66666666666666,0.09296222517045281,67.26666666666667,0.015826840774105518,0.0,0.0,False,32.5684609413147,41.087907552719116
0,mutag,brf,GCN,2,1,1,0.1,0.001,72.5,0.058736700622353664,78.33333333333334,0.06749485577105528,68.93333333333334,0.03206659736652248,0.0,0.0,False,65.74769687652588,47.83171844482422
0,mutag,brf,GCN,3,1,1,0.1,0.001,70.0,0.058309518948453,73.88888888888889,0.04981447060324422,68.13333333333334,0.032320616055734816,0.0,0.0,False,100.08995795249939,42.44146966934204
0,mutag,brf,GCN,4,1,1,0.1,0.001,62.500000000000014,0.06819090848492927,62.77777777777778,0.06675919504799911,67.73333333333335,0.012816655830077774,0.0,0.0,False,132.12395596504211,39.8823983669281
0,mutag,brf,GCN,5,1,1,0.1,0.001,65.49999999999999,0.07273238618387272,65.0,0.07209390310003704,66.8,0.013830722645215935,0.0,0.0,False,166.8100028038025,38.695653200149536
0,mutag,brf,GCN,1,2,0,0.1,0.001,69.0,0.03098386676965933,69.44444444444444,0.07737993487324511,65.46666666666667,0.009577751997902922,0.0,0.0,False,33.58844876289368,38.054421186447144
0,mutag,brf,GCN,2,2,0,0.1,0.001,64.49999999999999,0.04110960958218892,64.44444444444444,0.06885303726590962,67.0,0.008485281374238571,0.0,0.0,False,65.60409951210022,38.1463987827301
0,mutag,brf,GCN,3,2,0,0.1,0.001,67.0,0.0737563556583431,66.11111111111111,0.05544433311055399,67.39999999999999,0.013785660827267017,0.0,0.0,False,96.29443717002869,38.77670860290527
0,mutag,brf,GCN,4,2,0,0.1,0.001,64.5,0.03591656999213593,67.77777777777779,0.06245986365580086,67.19999999999999,0.009761602782785673,0.0,0.0,False,128.66787886619568,37.914689779281616
0,mutag,brf,GCN,5,2,0,0.1,0.001,65.5,0.05186520991955975,69.44444444444444,0.07243558228002943,66.26666666666667,0.011345091939297414,0.0,0.0,False,160.12851905822754,36.01339936256409
0,mutag,brf,GCN,1,2,1,0.1,0.001,67.00000000000001,0.07641989269817119,66.66666666666667,0.08461970117626563,68.13333333333333,0.015411395495253217,0.0,0.0,False,33.879544258117676,42.30611991882324
0,mutag,brf,GCN,2,2,1,0.1,0.001,67.5,0.049497474683058325,70.55555555555554,0.06675919504799911,68.33333333333333,0.02264705033528405,0.0,0.0,False,66.78314781188965,43.952667474746704
0,mutag,brf,GCN,3,2,1,0.1,0.001,67.0,0.056920997883030816,76.11111111111111,0.044583116994975296,66.8,0.01608864333759825,0.0,0.0,False,100.89554047584534,41.81838059425354
0,mutag,brf,GCN,4,2,1,0.1,0.001,67.00000000000001,0.04289522117905443,71.11111111111111,0.08134668985654722,66.93333333333335,0.008884443332777422,0.0,0.0,False,134.14299631118774,44.142963886260986
0,mutag,brf,GCN,5,2,1,0.1,0.001,63.99999999999999,0.050596442562694056,67.22222222222221,0.07927137325216431,66.73333333333333,0.009131143289740767,0.0,0.0,False,168.6724259853363,40.047611713409424
