,dataset,rewiring,layer_type,num_iterations,brf_batch_add,brf_batch_remove,alpha,eps,test_mean,test_ci,val_mean,val_ci,train_mean,train_ci,energy_mean,energy_ci,last_layer_fa,rewiring_duration,run_duration
0,enzymes,brf,GIN,2,4,2,0.1,0.001,30.66666666666667,0.05719362823873925,39.5,0.040565447804203465,46.395833333333336,0.05185801261350286,0.0,0.0,False,0.2122640609741211,168.02418494224548
0,imdb,brf,GIN,1,4,1,0.1,0.001,66.10000000000001,0.04394997155858009,71.2,0.0484809240836022,67.8875,0.04469263082433165,0.0,0.0,False,0.31226158142089844,203.12654948234558
0,mutag,brf,GIN,1,3,2,0.1,0.001,77.0,0.05865151319446072,91.11111111111111,0.03912625969257557,83.26666666666667,0.03224627454795704,0.0,0.0,False,0.1111454963684082,57.578813314437866
0,mutag,brf,GIN,1,3,0,0.1,0.001,60.499999999999986,0.08538149682454624,71.11111111111111,0.04661372658534007,68.39999999999999,0.016886549545586736,0.0,0.0,False,0.5074529647827148,1058.7728550434113
0,mutag,brf,GIN,1,3,0,0.1,0.001,60.499999999999986,0.08538149682454624,71.11111111111111,0.04661372658534007,68.39999999999999,0.016886549545586736,0.0,0.0,False,0.5074529647827148,1058.7728550434113
1,enzymes,brf,GIN,1,3,0,0.1,0.001,19.666666666666664,0.02250925735484551,28.16666666666666,0.027668674625929503,22.166666666666668,0.017777560762564322,0.0,0.0,False,0.6187596321105957,5392.755002737045
0,mutag,brf,GIN,1,3,0,0.1,0.001,60.499999999999986,0.08538149682454624,71.11111111111111,0.04661372658534007,68.39999999999999,0.016886549545586736,0.0,0.0,False,0.5074529647827148,1058.7728550434113
1,enzymes,brf,GIN,1,3,0,0.1,0.001,19.666666666666664,0.02250925735484551,28.16666666666666,0.027668674625929503,22.166666666666668,0.017777560762564322,0.0,0.0,False,0.6187596321105957,5392.755002737045
2,imdb,brf,GIN,1,3,0,0.1,0.001,49.300000000000004,0.03323251419919956,53.0,0.03174901573277508,51.5875,0.009467378200959328,0.0,0.0,False,0.46579957008361816,1769.219649553299
0,mutag,brf,GIN,1,3,0,0.1,0.001,60.499999999999986,0.08538149682454624,71.11111111111111,0.04661372658534007,68.39999999999999,0.016886549545586736,0.0,0.0,False,0.5074529647827148,1058.7728550434113
1,enzymes,brf,GIN,1,3,0,0.1,0.001,19.666666666666664,0.02250925735484551,28.16666666666666,0.027668674625929503,22.166666666666668,0.017777560762564322,0.0,0.0,False,0.6187596321105957,5392.755002737045
2,imdb,brf,GIN,1,3,0,0.1,0.001,49.300000000000004,0.03323251419919956,53.0,0.03174901573277508,51.5875,0.009467378200959328,0.0,0.0,False,0.46579957008361816,1769.219649553299
3,proteins,brf,GIN,1,3,0,0.1,0.001,59.91071428571429,0.01979647721702226,64.5945945945946,0.03831106900464341,62.5056179775281,0.013453337836840072,0.0,0.0,False,0.49991321563720703,201.78788709640503
0,mutag,brf,GIN,2,3,0,0.1,0.001,64.5,0.10904127658827183,70.55555555555554,0.10546779977852698,64.33333333333333,0.06422875783738413,0.0,0.0,False,0.13754701614379883,39.12220621109009
0,mutag,brf,GIN,2,3,0,0.1,0.001,64.5,0.10904127658827183,70.55555555555554,0.10546779977852698,64.33333333333333,0.06422875783738413,0.0,0.0,False,0.13754701614379883,39.12220621109009
1,enzymes,brf,GIN,2,3,0,0.1,0.001,18.333333333333336,0.03366501646120692,24.0,0.017763883459298968,21.020833333333332,0.009938176951086706,0.0,0.0,False,0.1851177215576172,106.10417032241821
0,mutag,brf,GIN,2,3,0,0.1,0.001,64.5,0.10904127658827183,70.55555555555554,0.10546779977852698,64.33333333333333,0.06422875783738413,0.0,0.0,False,0.13754701614379883,39.12220621109009
1,enzymes,brf,GIN,2,3,0,0.1,0.001,18.333333333333336,0.03366501646120692,24.0,0.017763883459298968,21.020833333333332,0.009938176951086706,0.0,0.0,False,0.1851177215576172,106.10417032241821
2,imdb,brf,GIN,2,3,0,0.1,0.001,50.2,0.03507705802943,54.6,0.027305677065401622,50.5875,0.00849301183326622,0.0,0.0,False,0.2914118766784668,137.53151202201843
0,mutag,brf,GIN,2,3,0,0.1,0.001,64.5,0.10904127658827183,70.55555555555554,0.10546779977852698,64.33333333333333,0.06422875783738413,0.0,0.0,False,0.13754701614379883,39.12220621109009
1,enzymes,brf,GIN,2,3,0,0.1,0.001,18.333333333333336,0.03366501646120692,24.0,0.017763883459298968,21.020833333333332,0.009938176951086706,0.0,0.0,False,0.1851177215576172,106.10417032241821
2,imdb,brf,GIN,2,3,0,0.1,0.001,50.2,0.03507705802943,54.6,0.027305677065401622,50.5875,0.00849301183326622,0.0,0.0,False,0.2914118766784668,137.53151202201843
3,proteins,brf,GIN,2,3,0,0.1,0.001,61.07142857142858,0.029146008233004502,64.14414414414415,0.02019304609170723,61.97752808988765,0.014852555648498883,0.0,0.0,False,0.34752535820007324,260.39014172554016
0,mutag,brf,GIN,3,3,0,0.1,0.001,63.5,0.12413702106946177,68.88888888888889,0.09711899281516513,63.59999999999999,0.05806356669872924,0.0,0.0,False,0.1239619255065918,43.47787284851074
0,mutag,brf,GIN,3,3,0,0.1,0.001,63.5,0.12413702106946177,68.88888888888889,0.09711899281516513,63.59999999999999,0.05806356669872924,0.0,0.0,False,0.1239619255065918,43.47787284851074
1,enzymes,brf,GIN,3,3,0,0.1,0.001,16.499999999999996,0.03871548642195896,20.666666666666668,0.030983866769659335,18.45833333333334,0.01162492532831454,0.0,0.0,False,0.18105816841125488,104.55217409133911
0,mutag,brf,GIN,3,3,0,0.1,0.001,63.5,0.12413702106946177,68.88888888888889,0.09711899281516513,63.59999999999999,0.05806356669872924,0.0,0.0,False,0.1239619255065918,43.47787284851074
1,enzymes,brf,GIN,3,3,0,0.1,0.001,16.499999999999996,0.03871548642195896,20.666666666666668,0.030983866769659335,18.45833333333334,0.01162492532831454,0.0,0.0,False,0.18105816841125488,104.55217409133911
